% timestamp, frame id, x, y, z, qx, qy, qz, qw
1474477721.428331,268,-38.715802,-40.361986,1.039860,-0.143008,-0.093109,-0.687883,0.705476
1474477724.491758,269,-38.695889,-41.174342,1.336041,-0.152690,-0.110835,-0.735565,0.650650
1474477727.024436,270,-38.827122,-41.733166,1.523466,-0.146765,-0.059182,-0.757229,0.633689
1474477728.357729,271,-38.830495,-42.040040,1.535089,-0.128442,-0.084745,-0.772825,0.615680
1474477732.357600,272,-39.087825,-42.882207,1.955598,-0.139661,-0.078316,-0.806755,0.568777
1474477735.424621,273,-39.197971,-43.585766,2.199224,-0.111024,-0.097740,-0.797767,0.584541
1474477738.890780,274,-39.548523,-44.373284,2.398195,-0.106839,-0.096737,-0.776382,0.613561
1474477741.024010,275,-39.642699,-44.884509,2.564169,-0.108679,-0.104602,-0.830123,0.536790
1474477742.891285,276,-39.777196,-45.206944,2.584190,0.049215,0.126907,0.930075,-0.341223
1474477743.957243,277,-39.992894,-45.349434,2.661792,0.031033,0.075361,0.966177,-0.244661
1474477746.357791,278,-40.523801,-45.725087,2.570333,0.015580,0.078711,0.981707,-0.172668
1474477749.023792,279,-41.204244,-45.900146,2.710033,0.017572,0.078769,0.993362,-0.081966
1474477751.691040,280,-41.832532,-46.078886,2.724340,0.039975,0.118461,0.990845,-0.050935
1474477753.823658,281,-42.365816,-46.040999,2.870142,0.027206,0.110153,0.993321,0.020964
1474477756.624154,282,-43.095691,-45.995013,2.913308,0.016567,0.130024,0.991289,0.012846
